,PERMNO,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,CUSIP,DLSTCD,NEXTDT,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,ACPERM,NWPERM,DLPRC,PRC,RET,SHROUT,CFACPR,OPENPRC,MARKETCAP,TAQ_TICKER,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
2005-01-03,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,43.45,-0.045055,6822.0,1.0,45.5,296415.9,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-04,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,42.6,-0.019563,6822.0,1.0,43.44,290617.2,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-05,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,42.61,0.000235,6822.0,1.0,42.6,290685.42,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-06,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,42.8,0.004459,6822.0,1.0,42.61,291981.6,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-07,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,42.28,-0.01215,6822.0,1.0,43.15,288434.16,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-10,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,41.4,-0.020814,6822.0,1.0,42.31,282430.8,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-11,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,42.14,0.017874,6822.0,1.0,41.41,287479.08,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-12,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,41.8,-0.008068,6822.0,1.0,42.0,285159.6,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-13,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,41.45,-0.008373,6822.0,1.0,41.8,282771.9,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
2005-01-14,34497,,11,1,3634.0,63721510,NPK,NATIONAL PRESTO INDS INC,NPK,335211.0,N,A,R,21259,1,2211.0,63721510.0,,,22.0,221.0,,,,,,,41.85,0.00965,6822.0,1.0,41.45,285500.7,NPK,9.0,9.0,3.0,9.0,7.0,10,10.0,10.0,8.0,6.0,6.0,2.0,6.0,8.0,8.0,4.0,10.0,7.0,5.0,7.0,8.0,5.0,7.0,4.0,3.0,4.0,1.0,,6.0,2.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,,2.0,3.0,4.0,8.0,9.0,10.0,7.0,8.0,8.0,4.0,10.0,8.0,2,10.0,10,1
