,PERMNO,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,CUSIP,DLSTCD,NEXTDT,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,ACPERM,NWPERM,DLPRC,PRC,RET,SHROUT,CFACPR,OPENPRC,MARKETCAP,TAQ_TICKER,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
2005-01-03,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,22.59,-0.004846,14475.0,1.0,23.25,326990.25,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-04,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,22.21,-0.016822,14475.0,1.0,22.73,321489.75,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-05,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.55,-0.029716,14475.0,1.0,22.03,311936.25,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-06,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.5,-0.00232,14475.0,1.0,21.01,311212.5,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-07,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.51,0.000465,14475.0,1.0,22.16,311357.25,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-10,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,22.2,0.032078,14475.0,1.0,21.82,321345.0,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-11,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.92,-0.012613,14475.0,1.0,22.42,317292.0,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-12,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.73,-0.008668,14475.0,1.0,21.6,314541.75,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-13,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,21.5,-0.010584,14475.0,1.0,22.07,311212.5,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
2005-01-14,89416,,11,3,2510.0,43903810,HOFT,HOOKER FURNITURE CORP,HOFT,337215.0,Q,A,R,43253,3,2510.0,43903810.0,,,25.0,251.0,,,,,,,22.04,0.025116,14475.0,1.0,21.75,319029.0,HOFT,9.0,4.0,9.0,4.0,9.0,10,1.0,1.0,8.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,2.0,9.0,9.0,9.0,2.0,2.0,9.0,7.0,6.0,7.0,,,5.0,2.0,4.0,7.0,9.0,6.0,2.0,,4.0,8.0,,2.0,3.0,,9.0,2.0,,,9.0,,,,4.0,10,7.0,10,1
