,PERMNO,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,CUSIP,DLSTCD,NEXTDT,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,ACPERM,NWPERM,DLPRC,PRC,RET,SHROUT,CFACPR,OPENPRC,MARKETCAP,TAQ_TICKER,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
2005-01-03,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.84,-0.010789,14743.0,1.0,35.45,513646.12,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-04,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.99,0.004305,14743.0,1.0,34.84,515857.57,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-05,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.85,-0.004001,14743.0,1.0,34.98,513793.55,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-06,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.9,0.001435,14743.0,1.0,34.85,514530.7,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-07,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.31,-0.016905,14743.0,1.0,34.95,505832.33,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-10,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,34.12,-0.005538,14743.0,1.0,34.31,503031.16,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-11,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,33.73,-0.01143,14743.0,1.0,34.0,497281.39,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-12,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,32.92,-0.024014,14743.0,1.0,33.72,485339.56,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-13,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,32.25,-0.020352,14743.0,1.0,32.9,475461.75,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
2005-01-14,76037,,11,1,6021.0,14056D10,CBC,CAPITOL BANCORP LTD,CBC,522110.0,N,A,R,10388,1,6021.0,,,,60.0,602.0,,,,,,,32.65,0.012403,14743.0,1.0,32.35,481358.95,CBC,9.0,,,,,1,10.0,1.0,1.0,,,,,4.0,7.0,4.0,,,,,,10.0,3.0,5.0,3.0,,10.0,,9.0,6.0,,,9.0,7.0,6.0,1.0,,2.0,8.0,5.0,7.0,3.0,7.0,5.0,8.0,10.0,6.0,,,2.0,6.0,6,10.0,10,1
